AT_USER kupanic kwake ndio furaha yangu coz najua atafanya nnavyotaka manchester mko down n the whole planet knows haha ...,,433880379477721088,95200136
AT_USER just email me scottkabugiAT_USER,neutral,433880841199312896,255409378
AT_USER a tout à l'heur awa suis encoure,,433881106510000128,463188570
"lqtm smh ""AT_USER blasphemy!!! rt AT_USER instead of taking pics of my food. i just eat it.",positive,433881216321089536,304254940
"“there are two types of people in this world. people who hate clowns...and clowns"" - d.j. machale.",neutral,433881306368208896,323178607
why is that hard to believe /o,neutral,433881387800989697,1598341050
"sometimes god takes away something you never expected losing, but he will replace it with something you never imagined you could have.",positive,433881443337375745,323178607
"i am the alpha and the omega, says the lord god, ""who is &amp; who was &amp; who is to come, the almighty."" -revelation 1:8",neutral,433881537050705920,323178607
AT_USER post valentine master plan! AT_USER AT_USER AT_USER AT_USER URL,neutral,433882509324349440,255409378
offline,,433882543231098880,463188570
"am certain the ""elephant"" case against president uhuru kenyatta and deputy william ruto will be dropped.",positive,433883175665020928,383070805
"aawww!! wish i could do something rt AT_USER AT_USER except for the cold, and cold and uhhh more cold. i am fine. freezing",neutral,433883273908219904,270822540
"lightskin girls read their ""good morning"" text in the morning like it's the daily paper.",negative,433883595745554432,270822540
"AT_USER we r u listening to urself,atanyinyi mlikua huru kufunga hehehe so mlikua mumeingizia kumbe,munatambua sisi ni akina nani haha",,433884264611188736,95200136
"extremely pretty ""AT_USER AT_USER haiya it's pretty",positive,433884404394766336,335877172
AT_USER waja nayo mwenyewe!!! heheheh asenal4life,,433884455129071616,95200136
URL,,433884485739110400,383070805
"opp karen dispensary on dagoretti rd 2min walk from karen stage ""AT_USER AT_USER where is it located",neutral,433884702425247744,335877172
you really really wish you never met them...,negative,433885437053370368,1598341050
even the lessons i learnt..heri zingekaa aki...oii!,,433885624274530304,1598341050
"AT_USER AT_USER it's surely not about cost! i would always be thrilled to be given roses, and it's lovely they are here in abundance",positive,433885927510142977,507919973
ur other getaway plan after valz AT_USER AT_USER AT_USER AT_USER AT_USER AT_USER AT_USER URL,,433886001237602305,255409378
"(: ""AT_USER AT_USER , you are lovely. sending my morning hugs.ccAT_USER AT_USER",positive,433886339449520128,335877172
AT_USER does kcb has branch anywere in embakasi area?,neutral,433886642508926977,331413332
"i know the feeling, get 'trading book' ""AT_USER AT_USER :( i dont go for book swaps, i have nightmares thinking about ""what if",neutral,433886649450524672,335877172
definitely going down in history as the one person i'mma get sick in the tummy when i think about :-(,negative,433886698842640384,1598341050
“AT_USER lol!! URL,negative,433886750729986048,509240337
waaahhhh...i really really really wish i didn't meet you...sigh.,negative,433886810067193856,1598341050
moving on...,neutral,433887187810418688,1598341050
great sideline conversations at sankalpafrica - powerful partnerships in the making,neutral,433887616866344960,72215900
"swimming today, laundry done! thank you lord for the sunshine",positive,433888631774670848,361858723
i am beautiful people so are you (:,positive,433889024680660992,335877172
"humbled ""AT_USER hectic day, but it was definitely a pleasure to have a chit chat sitawa, a rape survivor... URL",positive,433889208382799872,335877172
AT_USER ty for sharing my piece,positive,433889276208885760,335877172
AT_USER ty for sharing my piece,positive,433889330277666816,335877172
better a witty fool than a foolish wit.,positive,433889334618763264,267169546
"---&gt; ""AT_USER salute!! URL",positive,433889415514324992,335877172
"ty sunshine ""AT_USER sitawa wafula..... that was so touching and awesome at that! AT_USER",positive,433889505662476288,335877172
is your partner cheating on you? contact me for cheaters directive service.,neutral,433889510674669568,383070805
