AT_USER kupanic kwake ndio furaha yangu coz najua atafanya nnavyotaka manchester mko down n the whole planet knows haha ...,,433880379477721000,95200136
AT_USER just email me scottkabugiAT_USER,neutral,433880841199313000,255409378
AT_USER a tout à l'heur awa suis encoure,,433881106510000000,463188570
"lqtm smh ""AT_USER blasphemy!!! rt AT_USER instead of taking pics of my food. i just eat it.",positive,433881216321090000,304254940
"“there are two types of people in this world. people who hate clowns...and clowns"" - d.j. machale.",neutral,433881306368209000,323178607
why is that hard to believe /o,neutral,433881387800990000,1598341050
"sometimes god takes away something you never expected losing, but he will replace it with something you never imagined you could have.",positive,433881443337376000,323178607
"i am the alpha and the omega, says the lord god, ""who is &amp; who was &amp; who is to come, the almighty."" -revelation 1:8",neutral,433881537050706000,323178607
AT_USER post valentine master plan! AT_USER AT_USER AT_USER AT_USER URL,neutral,433882509324349000,255409378
offline,,433882543231099000,463188570
"am certain the ""elephant"" case against president uhuru kenyatta and deputy william ruto will be dropped.",positive,433883175665021000,383070805
"aawww!! wish i could do something rt AT_USER AT_USER except for the cold, and cold and uhhh more cold. i am fine. freezing",neutral,433883273908220000,270822540
"lightskin girls read their ""good morning"" text in the morning like it's the daily paper.",negative,433883595745554000,270822540
"AT_USER we r u listening to urself,atanyinyi mlikua huru kufunga hehehe so mlikua mumeingizia kumbe,munatambua sisi ni akina nani haha",,433884264611189000,95200136
"extremely pretty ""AT_USER AT_USER haiya it's pretty",positive,433884404394766000,335877172
AT_USER waja nayo mwenyewe!!! heheheh asenal4life,,433884455129072000,95200136
URL,,433884485739110000,383070805
"opp karen dispensary on dagoretti rd 2min walk from karen stage ""AT_USER AT_USER where is it located",neutral,433884702425248000,335877172
you really really wish you never met them...,negative,433885437053370000,1598341050
even the lessons i learnt..heri zingekaa aki...oii!,,433885624274530000,1598341050
"AT_USER AT_USER it's surely not about cost! i would always be thrilled to be given roses, and it's lovely they are here in abundance",positive,433885927510143000,507919973
ur other getaway plan after valz AT_USER AT_USER AT_USER AT_USER AT_USER AT_USER AT_USER URL,,433886001237602000,255409378
"(: ""AT_USER AT_USER , you are lovely. sending my morning hugs.ccAT_USER AT_USER",positive,433886339449520000,335877172
AT_USER does kcb has branch anywere in embakasi area?,neutral,433886642508927000,331413332
"i know the feeling, get 'trading book' ""AT_USER AT_USER :( i dont go for book swaps, i have nightmares thinking about ""what if",neutral,433886649450525000,335877172
definitely going down in history as the one person i'mma get sick in the tummy when i think about :-(,negative,433886698842640000,1598341050
“AT_USER lol!! URL,negative,433886750729986000,509240337
waaahhhh...i really really really wish i didn't meet you...sigh.,negative,433886810067194000,1598341050
moving on...,neutral,433887187810419000,1598341050
great sideline conversations at sankalpafrica - powerful partnerships in the making,neutral,433887616866345000,72215900
"swimming today, laundry done! thank you lord for the sunshine",positive,433888631774671000,361858723
i am beautiful people so are you (:,positive,433889024680661000,335877172
"humbled ""AT_USER hectic day, but it was definitely a pleasure to have a chit chat sitawa, a rape survivor... URL",positive,433889208382800000,335877172
AT_USER ty for sharing my piece,positive,433889276208886000,335877172
AT_USER ty for sharing my piece,positive,433889330277667000,335877172
better a witty fool than a foolish wit.,positive,433889334618763000,267169546
"---&gt; ""AT_USER salute!! URL",positive,433889415514325000,335877172
"ty sunshine ""AT_USER sitawa wafula..... that was so touching and awesome at that! AT_USER",positive,433889505662476000,335877172
is your partner cheating on you? contact me for cheaters directive service.,neutral,433889510674670000,383070805
so sad that even after AT_USER going through a democratic election some people still weren't satisfied. URL,neutral,433889609903137000,221700105
"(: ""AT_USER proof that you can have artistes on tv &amp; not talk about their watches, cars or expensive videos. sitawa mondayspecialke",positive,433889723694998000,335877172
"AT_USER AT_USER indulge me"" once you pass 40 you get no medal because that was the set highest medal... got you...whose talking now",negative,433890247538012000,23775974
lunch meeting.,neutral,433890252919681000,383691283
"to love and be loved, this is the greatest challenge that any of us face in our lives"" t. scott mcleod",neutral,433890398160048000,28063145
AT_USER u loo sooo howt on that pink dress salute i always get the repeat of the show lol,positive,433891361704927000,95200136
“AT_USER haha rt AT_USER drugs are bad!! 😂😂 URL,neutral,433891428217782000,509240337
i have so much respect for these labourers. i don't know if i could ever manage to do the work they… URL,positive,433891567485850000,223168035
"mat 5:8 blessed are the pure in heart, for they will see god. URL",neutral,433891849191686000,93823765
"AT_USER AT_USER first on ur tweet pic that's not the font used on flappy bird n scores are only written twice not 3times"" windows",neutral,433892467897672000,23775974
meeting... (@ kipro centre) URL,,433892933553914000,239708906
work flow with my piña colada from kaldiscoffeeke. *i've been draaankin'* @ kaldis coffee house URL,positive,433893008724214000,223168035
lunch meetings amaboutthatlife (@ the spur @ eka hotel) URL,,433893018710852000,383691283
"mat 5:9 blessed are the peacemakers, for they will be called sons of god. URL",neutral,433893031922512000,93823765
"south sudan peace talks enter second day: nairobi, feb 13 : a new round of peace talks to bring about an all-i... URL",neutral,433893047663727000,15620617
"AT_USER i still maintain. kenya, a country of cartels!!",negative,433893614364934000,469284532
"finally did the tutorial post for decorating bottles w/ thread...it is amazing therapy and the results, divine!!! URL",positive,433894091253096000,335877172
AT_USER AT_USER ha ha clande no 1 amepigwa mateke...,,433894274380620000,469284532
party planning only ze best (@ brew bistro) URL,positive,433895320851071000,53536007
AT_USER AT_USER AT_USER exciting community mapping going on in mathare. community can generate their own maps using new technology,positive,433897036141052000,343875115
AT_USER AT_USER AT_USER yes..she has been sent home..,neutral,433897382984430000,331413332
mr. b doing his thing! love you to bits :-) cc AT_USER URL,positive,433897942433690000,508595141
mega lol rt AT_USER rt. lol. URL wenger arsenal moyes united mourinho,negative,433899194668319000,263131383
AT_USER it was a poor game. and the fact arsenal fans so disappointed to draw tells you all you need to know about man utd,neutral,433899969494671000,263131383
lunch at total thika rd @ total petrol station tyre center thika road URL,neutral,433900005821542000,263200833
we are going on a road trip since a bouquet of roses that use to cost 8 sok is now 5k today.. URL,neutral,433900005259506000,811075236
